i
""
2.075391
2.148212
2.177822
2.212232
2.241994
2.241994
2.226483
2.238875
2.251235
2.266419
2.306348
2.331668
2.337901
2.380654
2.380654
2.355795
2.371973
2.371973
2.357302
2.353571
2.322891
2.248707
2.14138
2.050997
1.936389
1.784427
1.686383
1.50041
1.330866
1.216898
1.023001
0.8969721
0.763026
0.6040301
0.4848648
0.3288296
0.1814543
0.05875315
-0.04904428
-0.1888924
-0.3164319
-0.4221296
-0.5191776
-0.5522181
-0.6394593
-0.673692
-0.6747241
-0.638744
-0.638744
-0.7803506
-0.854706
-0.9316308
-1.055502
-1.112866
-1.230738
-1.344735
-1.447674
-1.581184
-1.667874
-1.766387
-1.875334
-2.014448
-2.12217
-2.160817
-2.202496
-2.210603
-2.236169
-2.277272
-2.276488
-2.280766
-2.282487
-2.273822
-2.275537
-2.275726
-2.273139
-2.285368
-2.28433
-2.28433
-2.265706
-2.255741
-2.255116
-2.232587
-2.232587
-2.151535
-2.093761
-2.014282
-1.87122
-1.79961
-1.674747
-1.544823
-1.451099
-1.316265
-1.181453
-1.063047
-0.9155714
-0.745826
-0.6428978
-0.4916611
-0.3394917
-0.2660621
-0.130943
-0.04649115
0.06352095
0.2482821
0.3537027
0.4376465
0.4942264
0.543137
0.5906056
0.6467619
0.6950747
0.7147027
0.7964305
0.8203139
0.8634871
0.9560023
0.9722015
1.078371
1.184366
1.286254
1.464555
1.551141
1.643945
1.796451
1.917906
2.040814
2.132084
2.13976
2.168151
2.246094
2.257224
2.318209
2.353941
2.353941
2.384333
2.402947
2.398013
2.439092
2.441034
2.431626
2.481234
2.504019
2.505612
2.558428
2.570846
2.580527
2.628356
2.628356
2.561285
2.523572
2.458152
2.341747
2.292486
2.187118
2.071478
1.949408
1.799702
1.662343
1.516922
1.368783
1.187768
1.051187
0.8991728
0.7338948
0.6336202
0.4866035
0.3811409
0.2661626
0.0988042
0.003318551
-0.08463696
-0.1657355
-0.252005
-0.3430433
-0.4493017
-0.3694357
-0.3694357
-0.5018424
-0.5650883
-0.6295795
-0.7414277
-0.7896418
-0.903519
-1.019888
-1.131326
-1.278102
-1.381184
-1.498165
-1.627588
-1.789808
-1.923817
-1.991646
-2.063999
-2.102178
-2.1553
-2.220599
-2.24261
-2.265821
-2.300378
-2.31166
-2.329889
-2.374923
-2.384292
-2.422428
-2.466326
-2.48646
-2.53927
-2.553474
-2.59986
-2.646823
-2.678085
-2.700471
-2.686363
-2.660569
-2.56375
-2.535023
-2.447456
-2.347209
-2.274568
-2.152648
-2.024049
-1.906795
-1.75636
-1.579416
-1.464156
-1.294591
-1.118074
-1.015419
-0.8481373
-0.7304848
-0.587254
-0.3690574
-0.2289284
-0.1079422
-0.01177335
0.07828285
0.166596
0.2614132
0.3451408
0.397057
0.508922
0.5618117
0.6331154
0.7520534
0.7914228
0.9161021
1.035525
1.146669
1.331936
1.425189
1.525596
1.68673
1.817088
1.948379
2.047466
2.059121
2.102234
2.194313
2.223826
2.306647
2.365897
2.365897
2.441684
2.476229
2.496104
2.559295
2.573574
2.596883
2.66789
2.709457
2.726807
2.79321
2.812141
2.842963
2.907488
2.907488
2.858925
2.840194
2.792741
2.692486
2.657788
2.566327
2.464764
2.356869
2.220172
2.092599
1.951795
1.802151
1.613943
1.465985
1.300156
1.119772
1.003274
0.838428
0.7131538
0.5768914
0.3884449
0.2744731
0.17287
0.08413434
-0.00404889
-0.09269554
-0.1939773
-0.2926302
-0.4971845
-0.5685484
-0.6212471
-0.6532788
-0.77304
-0.856684
-0.9690195
-1.112781
-1.244881
-1.385806
-1.517969
-1.652276
-1.783798
-1.965584
-2.091711
-2.135855
-2.202639
-2.226235
-2.270794
-2.360557
-2.39544
-2.427248
-2.489426
-2.488666
-2.50491
-2.55032
-2.55032
-2.585399
-2.61547
-2.61547
-2.663802
-2.656329
-2.672366
-2.729856
-2.745402
-2.750595
-2.706363
-2.64888
-2.549631
-2.485073
-2.388429
-2.284551
-2.177641
-2.042672
-1.896643
-1.748131
-1.595834
-1.419223
-1.292658
-1.129781
-0.9474089
-0.8182927
-0.6518746
-0.5314196
-0.385057
-0.2079297
-0.08764783
0.02016313
0.07980426
0.1809909
0.2673032
0.3358043
0.4305748
0.4557524
0.5449211
0.6206632
0.6843237
0.8254066
0.9038094
1.021772
1.157948
1.277732
1.447768
1.566554
1.688367
1.863448
2.031566
2.176938
2.274959
2.299314
2.345606
2.439173
2.497623
2.593364
2.658636
2.680045
2.749252
2.776182
2.811445
2.852744
2.864831
2.891832
2.918748
2.946618
2.946618
2.94858
2.959931
2.959432
2.97811
2.97811
2.92255
2.854951
2.770179
2.657217
2.576518
2.465273
2.348698
2.194959
2.034444
1.880739
1.703169
1.549962
1.36398
1.209072
1.054808
0.8715901
0.7275038
0.5566065
0.4153421
0.257432
0.08857594
-0.02653111
-0.131485
-0.1920521
-0.2888513
-0.3610025
-0.4102938
-0.4857838
-0.6370175
-0.6975895
-0.7705346
-0.8140221
-0.9239313
-1.05915
-1.152952
-1.329689
-1.494962
-1.620128
-1.812316
-1.941547
-2.094477
-2.309942
-2.431152
-2.503944
-2.574376
-2.609758
-2.649595
-2.750552
-2.766511
-2.787906
-2.81236
-2.800606
-2.829238
-2.788553
-2.788553
-2.80306
-2.761667
-2.761667
-2.708503
-2.691041
-2.692204
-2.667971
-2.653731
-2.589426
-2.496943
-2.402164
-2.281038
-2.154793
-2.062131
-1.912257
-1.777099
-1.654811
-1.450859
-1.3233
-1.152689
-0.9546109
-0.8519921
-0.6626282
-0.4932234
-0.3635004
-0.1989243
-0.07966045
0.05978057
0.229273
0.3634914
0.4387231
0.5237243
0.6117051
0.6806326
0.7854812
0.8378807
0.8890624
0.9788328
1.031292
1.126572
1.243233
1.32988
1.447962
1.576751
1.69344
1.857034
1.975786
2.068473
2.259388
2.39234
2.523471
2.627934
2.627934
2.654531
2.707136
2.729708
2.829202
2.843466
2.846359
2.881335
2.881335
2.883169
2.889218
2.889218
2.873868
2.877501
2.877501
2.85289
2.832446
2.822558
2.793315
2.793315
2.761427
2.694007
2.629701
2.494248
2.401898
2.294677
2.17381
2.063992
1.896009
1.741352
1.584294
1.421399
1.255752
1.09617
0.9444936
0.7852241
0.6489956
0.4780101
0.3446789
0.2201438
0.04652256
-0.07055178
-0.2040431
-0.2883553
-0.3309439
-0.4372325
-0.4902408
-0.543901
-0.6133998
-0.7302397
-0.7886716
-0.8312662
-0.9118235
-1.004487
-1.112479
-1.243523
-1.386078
-1.530271
-1.686453
-1.83087
-1.948164
-2.12187
-2.283053
-2.402807
-2.484339
-2.501942
-2.544547
-2.58088
-2.636591
-2.664804
-2.67021
-2.667699
-2.650411
-2.66196
-2.596154
-2.596154
-2.570059
-2.516499
-2.507524
-2.433142
-2.397879
-2.385207
-2.35479
-2.31426
-2.255392
-2.155308
-2.035145
-1.934922
-1.794983
-1.682715
-1.564692
-1.405973
-1.273353
-1.105054
-0.9430919
-0.7738288
-0.6082486
-0.4635006
-0.2887909
-0.1442284
0.02853851
0.1647204
0.2681572
0.4433578
0.5725626
0.6990588
0.7963957
0.8342124
0.920817
0.9961572
1.054631
1.110215
1.154918
1.207398
1.265547
1.347479
1.441679
1.533437
1.637857
1.759735
1.876621
2.031097
2.153678
2.237101
2.425811
2.564812
2.674483
2.784091
2.784091
2.777239
2.841815
2.850469
2.910937
2.93237
2.93237
2.916321
2.924464
2.924464
2.893181
2.879951
2.876542
2.810237
2.822381
2.803238
2.721569
2.712072
2.676255
2.633978
2.611891
2.542567
2.428016
2.310426
2.206993
2.063208
1.96446
1.839611
1.653051
1.521348
1.35217
1.189202
1.044042
0.8810095
0.7433272
0.5987812
0.4703939
0.3187778
0.1918461
0.08561177
-0.07353611
-0.1928705
-0.3006182
-0.3835793
-0.4339363
-0.510442
-0.5785546
-0.6389799
-0.3832464
-0.3832464
-0.6571438
-0.8594702
-0.9595352
-1.019725
-1.069116
-1.146977
-1.29824
-1.412243
-1.588504
-1.723494
-1.818946
-2.007839
-2.138584
-2.283857
-2.380491
-2.428535
-2.506389
-2.542534
-2.621294
-2.634464
-2.66298
-2.696686
-2.696686
-2.755297
-2.758204
-2.76743
-2.824936
-2.824936
-2.844039
-2.880479
-2.892993
-2.910601
-2.968303
-2.964267
-2.949526
-2.829864
-2.737813
-2.643919
-2.505587
-2.42642
-2.280113
-2.12247
-1.962565
-1.784706
-1.623328
-1.429422
-1.261771
-1.065418
-0.8937424
-0.7481577
-0.5763961
-0.4768026
-0.3402671
-0.1689335
-0.01621287
0.1315247
0.2230333
0.2816705
0.3501112
0.4430213
0.497051
0.5731335
0.6525546
0.6909818
0.7722687
0.8154366
0.9012839
1.007787
1.106026
1.270324
1.386213
1.564044
1.694649
1.783305
1.991148
2.114701
2.26382
2.375663
2.375663
2.425284
2.470694
2.517602
2.583766
2.650006
2.681083
2.70142
2.759952
2.759952
2.80041
2.8627
2.87439
2.962751
3.000198
3.017039
3.055613
3.095609
3.139911
3.177673
3.212896
3.212896
3.161913
3.129242
3.082312
2.987369
2.941872
2.82581
2.693018
2.564737
2.419025
2.275751
2.092889
1.931589
1.752218
1.606851
1.489994
1.338816
1.224306
1.077933
0.9080498
0.743524
0.6248044
0.5616242
0.5080661
0.4788848
0.3609702
0.189117
0.1191171
0.1191171
-0.02362573
-0.126619
-0.2007999
-0.3177032
-0.4118234
-0.5504293
-0.7360577
-0.8326535
-1.011791
-1.126354
-1.217314
-1.446937
-1.594455
-1.776569
-1.893506
-1.923053
-2.019078
-2.064672
-2.172131
-2.248506
-2.299299
-2.393073
-2.393073
-2.446811
-2.493519
-2.504797
-2.586609
-2.646367
-2.695625
-2.783223
-2.836116
-2.860537
-2.961624
-3.004212
-3.024002
-2.980023
-2.931463
-2.87808
-2.754969
-2.725593
-2.602729
-2.470236
-2.367253
-2.219163
-2.115581
-1.974203
-1.823662
-1.669517
-1.506669
-1.361334
-1.205045
-1.077884
-0.9375001
-0.7664987
-0.5916491
-0.4512491
-0.3284061
-0.2248552
-0.1303932
0.0222774
0.1072503
0.2128148
0.3469933
0.4037437
0.5254675
0.6069832
0.7061995
0.8605982
0.975801
1.146374
1.283972
1.445357
1.587825
1.691573
1.888173
2.032308
2.177482
2.292376
2.320111
2.384719
2.45805
2.527528
2.588542
2.685644
2.723634
2.750671
2.841211
2.842757
2.908692
2.998128
3.006778
3.122822
3.165396
3.19717
3.285215
3.340166
3.415873
3.474835
3.502949
3.502949
3.485513
3.470021
3.446359
3.401599
3.370226
3.291117
3.19163
3.068055
2.962507
2.839593
2.682055
2.565986
2.376322
2.21761
2.067315
1.857499
1.737014
1.5791
1.402548
1.239955
1.05645
0.9220079
0.7825101
0.6581142
0.530938
0.3996407
0.274138
0.1985286
0.01105918
-0.1777038
-0.3005395
-0.4558432
-0.6523297
-0.7950989
-1.021052
-1.206426
-1.338437
-1.510674
-1.650275
-1.809976
-2.036847
-2.221237
-2.284914
-2.401281
-2.464646
-2.496581
-2.676107
-2.715084
-2.773112
-2.878161
-2.878161
-2.94171
-2.994543
-2.994543
-3.077373
-3.144505
-3.183295
-3.267897
-3.335271
-3.368079
-3.471367
-3.54995
-3.595014
-3.614723
-3.598233
-3.55603
-3.492757
-3.481186
-3.363383
-3.273999
-3.16655
-3.010454
-2.920302
-2.762757
-2.584112
-2.423909
-2.248151
-2.050799
-1.89657
-1.758696
-1.548551
-1.408504
-1.20503
-0.9944558
-0.9246912
-0.7547457
-0.608274
-0.5008394
-0.3134522
-0.1808687
-0.05696915
0.113719
0.2451482
0.3537628
0.5500024
0.7093471
0.8694066
1.106113
1.251167
1.453791
1.634066
1.749626
1.974796
2.137571
2.301365
2.431194
2.466882
2.560519
2.631356
2.706857
2.804886
2.875553
2.928282
2.988088
3.030253
3.05034
3.144114
3.179374
3.235477
3.346545
3.352448
3.435199
3.509639
3.544364
3.673189
3.720943
3.738393
3.769329
3.769329
3.742945
3.704214
3.703514
3.650182
3.549675
3.48955
3.32865
3.206364
3.117451
2.918501
2.80163
2.642911
2.454607
2.31963
2.140392
2.004709
1.867016
1.7151
1.537713
1.363529
1.231726
1.063008
0.9223477
0.7629017
0.5882552
0.4111725
0.3521723
0.1805552
0.03510674
-0.0939414
-0.2656122
-0.416392
-0.6293272
-0.8310676
-1.029883
-1.258866
-1.419841
-1.61787
-1.827535
-2.037831
-2.231104
-2.336842
-2.430989
-2.498982
-2.589569
-2.687903
-2.751538
-2.834516
-2.895618
-2.945934
-2.99543
-3.044128
-3.075283
-3.121321
-3.195518
-3.24227
-3.336518
-3.400547
-3.445765
-3.547465
-3.60907
-3.683052
-3.726608
-3.707066
-3.660161
-3.63995
-3.562509
-3.500965
-3.412795
-3.257367
-3.181381
-3.036783
-2.86588
-2.741669
-2.546384
-2.376437
-2.241277
-2.056893
-1.894944
-1.768353
-1.547099
-1.351341
-1.220373
-1.01909
-0.894416
-0.741603
-0.5113322
-0.3727611
-0.199279
0.0
0.1637018
0.3333634
0.5373989
0.7312586
0.9092802
1.165751
1.356773
1.557836
1.830708
1.975429
2.149488
2.370564
2.51812
2.67566
2.813239
2.852214
2.89983
3.01443
3.036465
3.0891
3.209613
3.215964
3.275385
3.356674
3.356674
3.404083
3.484158
3.50008
3.579467
3.685806
