i
1.063709
1.331624
1.532436
1.810834
2.084746
2.32166
2.624579
2.782654
3.034693
3.260934
3.370941
3.530605
3.596118
3.690691
3.825182
3.928564
4.030794
4.096916
4.157455
4.157455
4.181373
4.206899
4.18735
4.248367
4.260163
4.383256
4.450925
4.54034
4.684753
4.757504
4.881489
4.936673
4.930811
4.916696
4.870606
4.788756
4.738583
4.602838
4.551851
4.428583
4.292873
4.190432
3.982018
3.84889
3.622881
3.415468
3.204482
2.908656
2.706919
2.411746
2.207343
2.028392
1.780002
1.62543
1.425349
1.271455
1.087077
0.8865191
0.6822465
0.447398
0.2964045
0.05106723
-0.1260059
-0.2922961
-0.5432706
-0.7422543
-1.036598
-1.291559
-1.554535
-1.816305
-2.037916
-2.294141
-2.460721
-2.718295
-2.940187
-3.100906
-3.267645
-3.307874
-3.40212
-3.463542
-3.524027
-3.624595
-3.657324
-3.698547
-3.673884
-3.632217
-3.561768
-3.53758
-3.50027
-3.50027
-3.552362
-3.576702
-3.659755
-3.751661
-3.806048
-3.935398
-3.94035
-4.00146
-3.943108
-3.943108
-3.910726
-3.90755
-3.887876
-3.806162
-3.778378
-3.665176
-3.558112
-3.365824
-3.183598
-2.966622
-2.715413
-2.545151
-2.274941
-2.13381
-1.957601
-1.688038
-1.522954
-1.247122
-1.071829
-0.9044964
-0.7193475
-0.5744068
-0.3928223
-0.266659
-0.07549662
0.07608314
0.2567722
0.4722765
0.6665868
0.9220719
1.100111
1.350036
1.568012
1.755325
2.00424
2.136047
2.386437
2.631982
2.784424
2.976562
3.067002
3.191849
3.345892
3.468374
3.595671
3.705062
3.802436
3.841863
3.894931
3.894931
3.892213
3.932813
3.932813
3.971477
4.017594
3.997879
4.070412
4.070412
4.125417
4.125417
4.107802
4.087345
4.06055
4.03787
4.023565
3.996943
4.008116
3.966213
3.908617
3.889904
3.744152
3.677222
3.510331
3.365752
3.231747
3.010483
2.897693
2.668647
2.517774
2.35436
2.089063
1.899463
1.647725
1.466492
1.266539
1.089
0.9218712
0.7320947
0.6242821
0.3983433
0.2398727
0.07390721
-0.1603577
-0.336579
-0.591435
-0.7911381
-1.002185
-1.198541
-1.367423
-1.556476
-1.657195
-1.839714
-1.979828
-2.071615
-2.153099
-2.174029
-2.240883
-2.301709
-2.374151
-2.497586
-2.576671
-2.691092
-2.762791
-2.840802
-2.92939
-3.005808
-3.10581
-3.186285
-3.32793
-3.430634
-3.557288
-3.683385
-3.753841
-3.894348
-3.898086
-3.955029
-3.896775
-3.896775
-3.879619
-3.874837
-3.851776
-3.744021
-3.696915
-3.548913
-3.428111
-3.233863
-3.06881
-2.890684
-2.675559
-2.540178
-2.292417
-2.143634
-1.917723
-1.722259
-1.488607
-1.225567
-1.066677
-0.824791
-0.6507179
-0.4480888
-0.2389726
-0.05502213
0.154333
0.3383855
0.6001552
0.7859968
1.095854
1.39834
1.614471
2.007431
2.254648
2.535896
2.837081
3.00614
3.259209
3.481139
3.634641
3.701474
3.773906
3.805295
3.808706
3.896139
3.896139
3.894112
3.926894
3.912158
3.891657
3.891657
3.898368
3.914973
3.960364
4.049735
4.052011
4.172332
4.215198
4.258434
4.356634
4.356634
4.361896
4.363474
4.339558
4.326149
4.289899
4.268016
4.244285
4.120292
4.085088
3.943444
3.763557
3.667796
3.414149
3.258545
3.068056
2.833549
2.659213
2.438886
2.272386
2.056823
1.868547
1.618663
1.393563
1.248571
1.000511
0.8678204
0.6847633
0.5176297
0.4106012
0.2327777
0.1144141
-0.05614727
-0.1836368
-0.4017549
-0.6381235
-0.8235921
-1.143425
-1.357262
-1.634262
-1.917833
-2.126596
-2.409772
-2.648214
-2.882004
-3.013641
-3.153229
-3.272464
-3.337303
-3.501207
-3.563434
-3.639666
-3.715293
-3.717151
-3.734899
-3.740087
-3.742984
-3.742984
-3.794466
-3.816975
-3.816975
-3.922317
-3.911495
-3.950748
-4.019308
-4.019308
-4.046661
-4.016682
-4.016682
-3.999791
-3.996392
-3.906559
-3.86414
-3.739571
-3.603232
-3.497816
-3.257855
-3.118427
-2.915208
-2.712469
